Rank,Track,Artist,Streams,year,Album_Name,Duration_MS,Explicit,Track_Number_on_Album,Artist_Followers
182,Hope,XXXTENTACION,4333357,2018,?,110886,TRUE,16,26792113
183,Photograph,Ed Sheeran,4329842,2018,x (Wembley Edition),258986,FALSE,6,78967872
184,Wonderwall - Remastered,Oasis,4311465,2018,(What's The Story) Morning Glory? [Remastered],258773,FALSE,3,6149428
185,goosebumps,Travis Scott,4283786,2018,Birds In The Trap Sing McKnight,243836,TRUE,9,16143636
186,Call Out My Name,The Weeknd,4270961,2018,"My Dear Melancholy,",228373,FALSE,1,31348348
187,Me Niego (feat. Ozuna & Wisin),Reik,4262039,2018,Me Niego (feat. Ozuna & Wisin),221653,FALSE,1,5688366
188,Tanta Falta,Bryant Myers,4221104,2018,Tanta Falta,181093,FALSE,1,4813401
189,Don't Cry (feat. XXXTENTACION),Lil Wayne,4207686,2018,Tha Carter V,249450,TRUE,2,10315815
190,Ric Flair Drip (& Metro Boomin),Offset,4200424,2018,Without Warning,172800,TRUE,3,2010264
191,Location,Khalid,4188485,2018,American Teen,219080,FALSE,3,13736355
192,SWISH,Tyga,4183954,2018,SWISH,194935,TRUE,1,6202597
193,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,4174519,2018,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",195290,TRUE,1,157167
194,Mr. Brightside,The Killers,4145775,2018,Hot Fuss,222586,FALSE,2,5947312
195,Wolves,Selena Gomez,4127145,2018,Wolves,197993,FALSE,1,26725031
196,Yacht Club (feat. Juice WRLD),Lil Yachty,4125479,2018,Nuthin' 2 Prove,166343,TRUE,5,7097326
197,Make It Back,Juice WRLD,4026639,2018,Future & Juice WRLD Present... WRLD ON DRUGS,102560,TRUE,5,17022072
198,idontwannabeyouanymore,Billie Eilish,4009702,2018,dont smile at me,203569,FALSE,2,41852475
199,Fall,Eminem,3997371,2018,Kamikaze,262493,TRUE,10,43728461
200,Let You Down,NF,3990186,2018,Perception,212120,FALSE,6,5321531
1,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,40931264,2018,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",212500,TRUE,1,7312319
2,MIA (feat. Drake),Bad Bunny,31028604,2018,MIA (feat. Drake),210367,FALSE,1,32304467
3,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,26157297,2018,Arms Around You (feat. Maluma & Swae Lee),198902,TRUE,1,26792113
4,Happier,Marshmello,25798861,2018,Happier,214289,FALSE,1,30270515
5,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,25456872,2018,Sunflower (Spider-Man: Into the Spider-Verse),158053,FALSE,1,32192178
6,Shallow,Lady Gaga,23829692,2018,A Star Is Born Soundtrack,215733,FALSE,12,17071866
7,ZEZE (feat. Travis Scott & Offset),Kodak Black,22545638,2018,ZEZE (feat. Travis Scott & Offset),228653,TRUE,1,6924083
8,Without Me,Halsey,21343581,2018,Without Me,201660,TRUE,1,14646339
9,SICKO MODE,Travis Scott,19785693,2018,ASTROWORLD,312820,TRUE,3,16143636
10,Better,Khalid,18545621,2018,Suncity,229320,FALSE,6,13736355
11,Promises (with Sam Smith),Calvin Harris,16412632,2018,Promises (with Sam Smith),213309,FALSE,1,21571054
12,Mo Bamba,Sheck Wes,16377580,2018,MUDBOY,183906,TRUE,9,1089458
13,when the party's over,Billie Eilish,16327996,2018,when the party's over,199931,FALSE,1,41852475
14,Eastside (with Halsey & Khalid),benny blanco,16200573,2018,Eastside (with Halsey & Khalid),173799,FALSE,1,763866
15,In My Mind,Dynoro,16072233,2018,In My Mind,184560,FALSE,1,221812
16,Girls Like You (feat. Cardi B),Maroon 5,16001697,2018,Red Pill Blues (Deluxe),235545,TRUE,22,30323494
17,Kiss and Make Up,Dua Lipa,15489478,2018,Dua Lipa (Complete Edition),190560,FALSE,20,24169380
18,Lucid Dreams,Juice WRLD,15158419,2018,Goodbye & Good Riddance,239835,TRUE,3,17022072
19,I Love It (& Lil Pump),Kanye West,14614181,2018,I Love It,127946,TRUE,1,13723721
20,Falling Down - Bonus Track,Lil Peep,14417280,2018,Falling Down (Bonus Track),196400,TRUE,1,6767258
21,Be Alright,Dean Lewis,14378673,2018,Be Alright,196373,TRUE,1,1577452
22,Drip Too Hard (Lil Baby & Gunna),Lil Baby,14014226,2018,Drip Harder,145542,TRUE,12,6804122
23,SAD!,XXXTENTACION,13942705,2018,?,166605,TRUE,4,26792113
24,Moonlight,XXXTENTACION,13489205,2018,?,135090,TRUE,3,26792113
25,In My Feelings,Drake,13359248,2018,Scorpion,217925,TRUE,9,54405324
26,Woman Like Me (feat. Nicki Minaj),Little Mix,13175052,2018,Woman Like Me (feat. Nicki Minaj),228206,TRUE,1,8965615
27,Better Now,Post Malone,13105905,2018,beerbongs & bentleys,231266,TRUE,9,32192178
28,Vaina Loca,Ozuna,12683658,2018,Aura,176133,FALSE,3,27797552
29,Sweet but Psycho,Ava Max,12351628,2018,Sweet but Psycho,187436,FALSE,1,3294905
30,Let You Love Me,Rita Ora,12301571,2018,Let You Love Me,190000,FALSE,1,6545869
31,BEBE,6ix9ine,12120256,2018,BEBE,217822,TRUE,1,6419472
32,I Like It,Cardi B,11805697,2018,Invasion of Privacy,253390,TRUE,7,15813726
33,Taste (feat. Offset),Tyga,11223383,2018,Taste (feat. Offset),232959,TRUE,1,6202597
34,No Stylist (feat. Drake),French Montana,10948929,2018,No Stylist,192172,TRUE,1,3903377
35,Natural,Imagine Dragons,10681871,2018,Natural,189466,FALSE,1,33692509
36,Youngblood,5 Seconds of Summer,10536296,2018,Youngblood (Deluxe),203417,FALSE,1,7382514
37,Suncity (feat. Empress Of),Khalid,10524841,2018,Suncity,189493,FALSE,7,13736355
38,Te Boté - Remix,Nio Garcia,10460502,2018,Te Boté (Remix),417920,TRUE,1,1726002
39,Electricity (with Dua Lipa),Silk City,10440028,2018,Electricity (with Dua Lipa),238173,FALSE,1,66847
40,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,10414901,2018,FEFE (feat. Nicki Minaj & Murda Beatz),179404,TRUE,1,6419472
41,Fine China,Future,10097601,2018,Future & Juice WRLD Present... WRLD ON DRUGS,141586,TRUE,3,10104988
42,rockstar (feat. 21 Savage),Post Malone,9976244,2018,beerbongs & bentleys,218146,TRUE,6,32192178
43,Beautiful (feat. Camila Cabello),Bazzi,9896201,2018,Beautiful (feat. Camila Cabello),180000,FALSE,1,4190757
44,High Hopes,Panic! At The Disco,9841231,2018,Pray for the Wicked,190946,FALSE,4,10637557
45,Quiere Beber,Anuel AA,9739397,2018,Real Hasta la Muerte,187125,FALSE,2,17104436
46,Money,Cardi B,9714415,2018,Money,183527,TRUE,1,15813726
47,Cuando Te Besé,Becky G,9644323,2018,Cuando Te Besé,254383,FALSE,1,10032313
48,Nonstop,Drake,9643779,2018,Scorpion,238614,TRUE,2,54405324
49,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,9623142,2018,Sick Boy...This Feeling,199226,FALSE,1,17742887
50,Always Remember Us This Way,Lady Gaga,9566570,2018,A Star Is Born Soundtrack (Without Dialogue),210200,FALSE,9,17071866
51,Jocelyn Flores,XXXTENTACION,9521230,2018,17,119133,TRUE,2,26792113
52,Waste It On Me (feat. BTS),Steve Aoki,9262210,2018,Waste It On Me (feat. BTS),192536,FALSE,1,3539163
53,Love Someone,Lukas Graham,8993351,2018,3 (The Purple Album),205440,FALSE,4,1794333
54,Ruin My Life,Zara Larsson,8736978,2018,Ruin My Life,190931,TRUE,1,8655315
55,Rise,Jonas Blue,8716768,2018,Rise,194407,FALSE,1,3205492
56,Lucky You (feat. Joyner Lucas),Eminem,8561620,2018,Kamikaze,244679,TRUE,3,43728461
57,Wake Up in the Sky,Gucci Mane,8412230,2018,Wake Up in the Sky,204664,TRUE,1,3792902
58,No Es Justo,J Balvin,8402586,2018,Vibras,250840,FALSE,5,27317844
59,changes,XXXTENTACION,8361213,2018,?,121886,FALSE,15,26792113
60,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,8356398,2018,Close To Me (feat. Swae Lee),182623,TRUE,1,9346710
61,Body (feat. brando),Loud Luxury,8301558,2018,Body (feat. brando),163216,FALSE,1,426593
62,One Kiss (with Dua Lipa),Calvin Harris,8293476,2018,One Kiss (with Dua Lipa),214846,FALSE,1,21571054
63,God's Plan,Drake,8232331,2018,Scorpion,198973,TRUE,5,54405324
64,Solo (feat. Demi Lovato),Clean Bandit,8185720,2018,Solo (feat. Demi Lovato),222653,FALSE,1,4296325
65,Noticed,Lil Mosey,8168865,2018,Northsbest,165000,TRUE,3,3549106
66,Shotgun,George Ezra,8117704,2018,Staying at Tamara's,201287,FALSE,4,3422353
67,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,8024694,2018,Drip Harder,194732,TRUE,13,6804122
68,Venom - Music From The Motion Picture,Eminem,7841820,2018,Kamikaze,269554,TRUE,13,43728461
69,Amigos Con Derechos,Reik,7746544,2018,Amigos Con Derechos,227476,FALSE,1,5688366
70,2002,Anne-Marie,7652352,2018,Speak Your Mind (Deluxe),186986,FALSE,10,7531624
71,lovely (with Khalid),Billie Eilish,7634818,2018,lovely (with Khalid),200185,FALSE,1,41852475
72,Mala Mía,Maluma,7550515,2018,Mala Mía,183752,FALSE,1,25103199
73,Happy Now,Kygo,7457196,2018,Happy Now,211362,FALSE,1,7372033
74,Sin Pijama,Becky G,7431981,2018,Sin Pijama,188560,FALSE,1,10032313
75,Shape of You,Ed Sheeran,7416704,2018,÷ (Deluxe),233712,FALSE,4,78967872
76,Psycho (feat. Ty Dolla $ign),Post Malone,7352801,2018,beerbongs & bentleys,221440,TRUE,8,32192178
77,Imposible,Luis Fonsi,7341996,2018,Imposible,163880,FALSE,1,9350913
78,God is a woman,Ariana Grande,7278282,2018,Sweetener,197546,TRUE,5,61390454
79,no tears left to cry,Ariana Grande,7198748,2018,Sweetener,205920,FALSE,10,61390454
80,Ya No Tiene Novio,Sebastian Yatra,7065177,2018,Ya No Tiene Novio,198933,FALSE,1,15179820
81,Believer,Imagine Dragons,7055807,2018,Evolve,204346,FALSE,4,33692509
82,Fuck Love (feat. Trippie Redd),XXXTENTACION,7050411,2018,17,146520,TRUE,8,26792113
83,breathin,Ariana Grande,7043849,2018,Sweetener,198160,TRUE,9,61390454
84,Thunderclouds,Sia,6857989,2018,Thunderclouds,187026,FALSE,1,19372337
85,Jackie Chan,Tiësto,6824735,2018,Jackie Chan,215759,TRUE,1,5531205
86,There's No Way (feat. Julia Michaels),Lauv,6800839,2018,There's No Way (feat. Julia Michaels),174860,FALSE,1,4160159
87,Bohemian Rhapsody - Remastered 2011,Queen,6774667,2018,A Night At The Opera (Deluxe Remastered Version),354320,FALSE,11,33527593
88,Leave Me Alone,Flipp Dinero,6737223,2018,Leave Me Alone,195637,TRUE,1,860960
89,Culpables,KAROL G,6734171,2018,Culpables,226626,FALSE,1,15985784
90,STOOPID,6ix9ine,6715867,2018,STOOPID,152000,TRUE,1,6419472
91,Perfect,Ed Sheeran,6688615,2018,÷ (Deluxe),263400,FALSE,5,78967872
92,Havana (feat. Young Thug),Camila Cabello,6551554,2018,Camila,217306,FALSE,4,21110469
93,IDGAF,Dua Lipa,6548272,2018,Dua Lipa (Deluxe),217946,TRUE,5,24169380
94,Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo,6461208,2018,Goodbye (feat. Nicki Minaj & Willy William),195419,FALSE,1,9235751
95,SLOW DANCING IN THE DARK,Joji,6215457,2018,BALLADS 1,209273,TRUE,2,4380769
96,Thunder,Imagine Dragons,6157961,2018,Evolve,187146,FALSE,10,33692509
97,Yes Indeed,Lil Baby,6130880,2018,Harder Than Ever,142273,TRUE,5,6804122
98,Ibiza,Ozuna,6097459,2018,Aura,200746,FALSE,7,27797552
99,New Rules,Dua Lipa,6068353,2018,Dua Lipa (Complete Edition),209320,FALSE,10,24169380
100,The Middle,Zedd,6053441,2018,The Middle,184732,FALSE,1,5428961
101,Saturday Nights,Khalid,6050174,2018,Suncity,210666,FALSE,3,13736355
102,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,6047306,2018,Back To You (From 13 Reasons Why – Season 2 Soundtrack),207904,FALSE,1,26725031
103,FRIENDS,Marshmello,6038874,2018,FRIENDS,202620,TRUE,1,30270515
104,Happy Now,Zedd,6021842,2018,Happy Now,207029,FALSE,1,5428961
105,I Fall Apart,Post Malone,5934708,2018,Stoney (Deluxe),223346,TRUE,7,32192178
106,No Brainer,DJ Khaled,5891527,2018,No Brainer,260000,TRUE,1,5945756
107,Trip,Ella Mai,5834819,2018,Ella Mai,213993,FALSE,13,3520090
108,Celoso,Lele Pons,5784409,2018,Celoso,179693,FALSE,1,707126
109,Asesina,Brytiago,5745778,2018,Asesina,187254,TRUE,1,3657022
110,Toda - Remix,Alex Rose,5699600,2018,Toda (Remix),367680,TRUE,1,1938183
111,Say My Name,David Guetta,5695964,2018,7,198946,FALSE,5,22437845
112,Everybody Dies In Their Nightmares,XXXTENTACION,5637550,2018,17,95466,TRUE,4,26792113
113,Thriller,Michael Jackson,5586180,2018,Thriller 25 Super Deluxe Edition,357266,FALSE,4,18158359
114,I Like Me Better,Lauv,5583406,2018,I met you when I was 18. (the playlist),197436,FALSE,1,4160159
115,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,5576584,2018,Tha Carter V,324189,TRUE,8,10315815
116,Topanga,Trippie Redd,5554071,2018,Topanga,215364,TRUE,1,6068805
117,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,5515551,2018,TESTING,205040,TRUE,5,9033530
118,Killshot,Eminem,5496393,2018,Killshot,253579,TRUE,1,43728461
119,All Girls Are The Same,Juice WRLD,5490995,2018,Goodbye & Good Riddance,165819,TRUE,2,17022072
120,Clandestino,Shakira,5481442,2018,Clandestino,231920,FALSE,1,21467047
121,New Patek,Lil Uzi Vert,5444606,2018,New Patek,343099,TRUE,1,11220496
122,I'm a Mess,Bebe Rexha,5431570,2018,Expectations,195519,FALSE,2,6304238
123,Love Lies (with Normani),Khalid,5401270,2018,Love Lies (with Normani),201707,FALSE,1,13736355
124,Diamond Heart,Alan Walker,5400793,2018,Diamond Heart,239834,FALSE,1,28057563
125,No Me Acuerdo,Thalia,5333966,2018,No Me Acuerdo,217653,FALSE,1,3274400
126,XO Tour Llif3,Lil Uzi Vert,5317996,2018,Luv Is Rage 2,182706,TRUE,16,11220496
127,STARGAZING,Travis Scott,5302465,2018,ASTROWORLD,270714,TRUE,1,16143636
128,Checklist (with Calvin Harris) (feat. WizKid),Normani,5300328,2018,Normani x Calvin Harris,169813,FALSE,1,1170328
129,Too Good At Goodbyes,Sam Smith,5291122,2018,The Thrill Of It All (Special Edition),201000,FALSE,1,16161094
130,Nice For What,Drake,5270835,2018,Scorpion,210746,TRUE,4,54405324
131,1999,Charli XCX,5268913,2018,1999,189000,FALSE,1,2295786
132,Look At Me!,XXXTENTACION,5246592,2018,Revenge,126345,TRUE,1,26792113
133,Lean Wit Me,Juice WRLD,5244811,2018,Goodbye & Good Riddance,175755,TRUE,4,17022072
134,Born To Be Yours,Kygo,5244384,2018,KYGO HITS COLLECTION 2018 - JAPAN ONLY EDITION,193320,FALSE,2,7372033
135,PPP,Kevin Roldan,5193805,2018,PPP,129039,FALSE,1,3784650
136,Look Alive (feat. Drake),BlocBoy JB,5157379,2018,Look Alive (feat. Drake),181263,TRUE,1,1270287
137,Closer,The Chainsmokers,5139443,2018,Closer,244960,FALSE,1,17742887
138,Ocean (feat. Khalid),Martin Garrix,5112927,2018,Ocean (feat. Khalid),216419,FALSE,1,14595128
139,Say You Won't Let Go,James Arthur,5094342,2018,Back from the Edge,211466,FALSE,2,7893527
140,Last Memory,Takeoff,5065462,2018,Last Memory,171270,TRUE,1,1209507
141,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,5062448,2018,Expectations,164205,FALSE,14,6304238
142,Lost In Japan - Remix,Shawn Mendes,5052081,2018,Lost In Japan (Remix),201253,FALSE,1,32473361
143,Congratulations,Post Malone,5040063,2018,Stoney (Deluxe),220293,TRUE,12,32192178
144,REEL IT IN,Aminé,4948626,2018,ONEPOINTFIVE,121346,TRUE,3,1566946
145,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,4900092,2018,STAY DANGEROUS,237240,TRUE,7,2567231
146,Nevermind,Dennis Lloyd,4874718,2018,Nevermind,156600,FALSE,1,535709
147,Hard Work Pays Off,Future,4802405,2018,Future & Juice WRLD Present... WRLD ON DRUGS,224506,TRUE,16,10104988
148,What Lovers Do (feat. SZA),Maroon 5,4765493,2018,Red Pill Blues (Deluxe),199849,FALSE,2,30323494
149,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,4727102,2018,7,183746,FALSE,1,22437845
150,Está Rico,Marc Anthony,4725484,2018,Está Rico,215151,FALSE,1,5413340
151,Hipócrita,Anuel AA,4714004,2018,Real Hasta la Muerte,192000,FALSE,3,17104436
152,Highway to Hell,AC/DC,4699023,2018,Highway to Hell,208400,FALSE,1,18703543
153,Happier,Ed Sheeran,4645974,2018,÷ (Deluxe),207520,FALSE,7,78967872
154,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,4629322,2018,Whenever (feat. Conor Maynard),163636,TRUE,1,142127
155,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,4627106,2018,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",210772,FALSE,1,1264714
156,I'll Never Love Again - Film Version - Radio Edit,Lady Gaga,4623771,2018,A Star Is Born Soundtrack (Without Dialogue),281235,FALSE,18,17071866
157,X (feat. Maluma & Ozuna) - Remix,Nicky Jam,4611891,2018,X (feat. Maluma & Ozuna) [Remix],235746,FALSE,1,14294286
158,I'm Yours,Jason Mraz,4575134,2018,We Sing. We Dance. We Steal Things.,242186,FALSE,2,5966295
159,WORKIN ME,Quavo,4545739,2018,QUAVO HUNCHO,169657,TRUE,7,4889924
160,the remedy for a broken heart (why am I so in love),XXXTENTACION,4542528,2018,?,160184,TRUE,5,26792113
161,Young Dumb & Broke,Khalid,4534592,2018,American Teen,202546,FALSE,2,13736355
162,In My Blood,Shawn Mendes,4529845,2018,Shawn Mendes,211360,FALSE,1,32473361
163,Thinking out Loud,Ed Sheeran,4527288,2018,x (Wembley Edition),281560,FALSE,11,78967872
164,HUMBLE.,Kendrick Lamar,4524440,2018,DAMN.,177000,TRUE,8,17080939
165,REMEDY,Alesso,4521076,2018,REMEDY,190295,FALSE,1,3601275
166,idontwannabeyouanymore,Billie Eilish,4508165,2018,dont smile at me,203569,FALSE,2,41852475
167,YOSEMITE,Travis Scott,4482741,2018,ASTROWORLD,150043,TRUE,12,16143636
168,Mine,Bazzi,4460093,2018,COSMIC,131064,TRUE,14,4190757
169,Atrasadinha - Ao Vivo,Felipe Araújo,4458757,2018,Por Inteiro (Primeira Metade) [Ao Vivo],172766,FALSE,2,3772754
170,Head Above Water,Avril Lavigne,4448236,2018,Head Above Water,220850,FALSE,1,7112995
171,Africa,TOTO,4369190,2018,Toto IV,295893,FALSE,10,1857306
172,goosebumps,Travis Scott,4349831,2018,Birds In The Trap Sing McKnight,243836,TRUE,9,16143636
173,Wonderwall - Remastered,Oasis,4338658,2018,(What's The Story) Morning Glory? [Remastered],258773,FALSE,3,6149428
174,Photograph,Ed Sheeran,4334798,2018,x (Wembley Edition),258986,FALSE,6,78967872
175,Polaroid,Jonas Blue,4330315,2018,Polaroid,193377,FALSE,1,3205492
176,Silence,Marshmello,4325701,2018,Silence,180822,FALSE,1,30270515
177,Another One Bites The Dust - Remastered 2011,Queen,4294753,2018,The Game (2011 Remaster),214653,FALSE,3,33527593
178,Hope,XXXTENTACION,4291883,2018,?,110886,TRUE,16,26792113
179,MiAMi (feat. Gunna),Tory Lanez,4283784,2018,LoVE me NOw,244469,TRUE,12,3621695
180,High On Life (feat. Bonn),Martin Garrix,4272968,2018,High On Life (feat. Bonn),230761,FALSE,1,14595128
181,Something Just Like This,The Chainsmokers,4270611,2018,Memories...Do Not Open,247160,FALSE,5,17742887
182,Consequences - orchestra,Camila Cabello,4267523,2018,Consequences (orchestra),181913,FALSE,1,21110469
183,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,4266286,2018,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",195290,TRUE,1,157167
184,Ric Flair Drip (& Metro Boomin),Offset,4249283,2018,Without Warning,172800,TRUE,3,2010264
185,Darkside,Alan Walker,4248897,2018,Darkside,211866,FALSE,1,28057563
186,Don't Stop Me Now - Remastered 2011,Queen,4245049,2018,Jazz (2011 Remaster),209413,FALSE,12,33527593
187,Uproar,Lil Wayne,4191763,2018,Tha Carter V,194184,TRUE,4,10315815
188,La player (Bandolera),Zion & Lennox,4169530,2018,La Player (Bandolera),249608,FALSE,1,5263812
189,Flames,David Guetta,4163551,2018,7,194680,FALSE,3,22437845
190,Meer,Luciano,4156714,2018,Meer,177253,TRUE,1,866372
191,Mr. Brightside,The Killers,4155130,2018,Hot Fuss,222586,FALSE,2,5947312
192,SWISH,Tyga,4135145,2018,SWISH,194935,TRUE,1,6202597
193,Tanta Falta,Bryant Myers,4115373,2018,Tanta Falta,181093,FALSE,1,4813401
194,Wolves,Selena Gomez,4103154,2018,Wolves,197993,FALSE,1,26725031
195,OTW,Khalid,4101557,2018,OTW,263013,TRUE,1,13736355
196,YEAH RIGHT,Joji,4080859,2018,BALLADS 1,174357,TRUE,6,4380769
197,Ghostbusters,Ray Parker Jr.,4072158,2018,Arista Heritage Series: Ray Parker,240800,FALSE,4,48093
198,TEST DRIVE,Joji,4055928,2018,BALLADS 1,179423,TRUE,3,4380769
199,Me Niego (feat. Ozuna & Wisin),Reik,4049957,2018,Me Niego (feat. Ozuna & Wisin),221653,FALSE,1,5688366
200,Starboy,The Weeknd,4046640,2018,Starboy,230453,TRUE,1,31348348
1,"thank u, next",Ariana Grande,47098337,2018,"thank u, next",207333,TRUE,1,61390454
2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,38165586,2018,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",212500,TRUE,1,7312319
3,MIA (feat. Drake),Bad Bunny,27575660,2018,MIA (feat. Drake),210367,FALSE,1,32304467
4,Happier,Marshmello,24162286,2018,Happier,214289,FALSE,1,30270515
5,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,24060626,2018,Sunflower (Spider-Man: Into the Spider-Verse),158053,FALSE,1,32192178
6,Shallow,Lady Gaga,22847251,2018,A Star Is Born Soundtrack,215733,FALSE,12,17071866
7,Without Me,Halsey,22018237,2018,Without Me,201660,TRUE,1,14646339
8,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,21937752,2018,Arms Around You (feat. Maluma & Swae Lee),198902,TRUE,1,26792113
9,ZEZE (feat. Travis Scott & Offset),Kodak Black,20473163,2018,ZEZE (feat. Travis Scott & Offset),228653,TRUE,1,6924083
10,SICKO MODE,Travis Scott,18828317,2018,ASTROWORLD,312820,TRUE,3,16143636
11,Mo Bamba,Sheck Wes,16977242,2018,MUDBOY,183906,TRUE,9,1089458
12,when the party's over,Billie Eilish,16548472,2018,when the party's over,199931,FALSE,1,41852475
13,Better,Khalid,16296806,2018,Suncity,229320,FALSE,6,13736355
14,Eastside (with Halsey & Khalid),benny blanco,15042249,2018,Eastside (with Halsey & Khalid),173799,FALSE,1,763866
15,Sweet but Psycho,Ava Max,14941231,2018,Sweet but Psycho,187436,FALSE,1,3294905
16,Bohemian Rhapsody - Remastered 2011,Queen,14790370,2018,A Night At The Opera (Deluxe Remastered Version),354320,FALSE,11,33527593
17,In My Mind,Dynoro,14782969,2018,In My Mind,184560,FALSE,1,221812
18,Girls Like You (feat. Cardi B),Maroon 5,14754787,2018,Red Pill Blues (Deluxe),235545,TRUE,22,30323494
19,Promises (with Sam Smith),Calvin Harris,14341669,2018,Promises (with Sam Smith),213309,FALSE,1,21571054
20,Lucid Dreams,Juice WRLD,14259821,2018,Goodbye & Good Riddance,239835,TRUE,3,17022072
21,Be Alright,Dean Lewis,14226805,2018,Be Alright,196373,TRUE,1,1577452
22,SAD!,XXXTENTACION,13310938,2018,?,166605,TRUE,4,26792113
23,Kiss and Make Up,Dua Lipa,13300319,2018,Dua Lipa (Complete Edition),190560,FALSE,20,24169380
24,Drip Too Hard (Lil Baby & Gunna),Lil Baby,13182915,2018,Drip Harder,145542,TRUE,12,6804122
25,Woman Like Me (feat. Nicki Minaj),Little Mix,12951751,2018,Woman Like Me (feat. Nicki Minaj),228206,TRUE,1,8965615
26,Falling Down - Bonus Track,Lil Peep,12895085,2018,Falling Down (Bonus Track),196400,TRUE,1,6767258
27,Better Now,Post Malone,12782076,2018,beerbongs & bentleys,231266,TRUE,9,32192178
28,I Love It (& Lil Pump),Kanye West,12749355,2018,I Love It,127946,TRUE,1,13723721
29,Moonlight,XXXTENTACION,12206688,2018,?,135090,TRUE,3,26792113
30,Let You Love Me,Rita Ora,11987796,2018,Let You Love Me,190000,FALSE,1,6545869
31,Vaina Loca,Ozuna,11892952,2018,Aura,176133,FALSE,3,27797552
32,In My Feelings,Drake,11500055,2018,Scorpion,217925,TRUE,9,54405324
33,BEBE,6ix9ine,11180275,2018,BEBE,217822,TRUE,1,6419472
34,Ruin My Life,Zara Larsson,10791733,2018,Ruin My Life,190931,TRUE,1,8655315
35,Always Remember Us This Way,Lady Gaga,10609476,2018,A Star Is Born Soundtrack (Without Dialogue),210200,FALSE,9,17071866
36,Taste (feat. Offset),Tyga,10567734,2018,Taste (feat. Offset),232959,TRUE,1,6202597
37,Youngblood,5 Seconds of Summer,10506042,2018,Youngblood (Deluxe),203417,FALSE,1,7382514
38,Natural,Imagine Dragons,10502745,2018,Natural,189466,FALSE,1,33692509
39,I Like It,Cardi B,10467959,2018,Invasion of Privacy,253390,TRUE,7,15813726
40,10 Freaky Girls (with 21 Savage),Metro Boomin,10438741,2018,NOT ALL HEROES WEAR CAPES,208293,TRUE,6,2448265
41,High Hopes,Panic! At The Disco,10120602,2018,Pray for the Wicked,190946,FALSE,4,10637557
42,Wake Up in the Sky,Gucci Mane,9982768,2018,Wake Up in the Sky,204664,TRUE,1,3792902
43,Te Boté - Remix,Nio Garcia,9722496,2018,Te Boté (Remix),417920,TRUE,1,1726002
44,rockstar (feat. 21 Savage),Post Malone,9374034,2018,beerbongs & bentleys,218146,TRUE,6,32192178
45,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,9336670,2018,FEFE (feat. Nicki Minaj & Murda Beatz),179404,TRUE,1,6419472
46,breathin,Ariana Grande,9257754,2018,Sweetener,198160,TRUE,9,61390454
47,Cuando Te Besé,Becky G,9257671,2018,Cuando Te Besé,254383,FALSE,1,10032313
48,No Stylist (feat. Drake),French Montana,9238902,2018,No Stylist,192172,TRUE,1,3903377
49,Jocelyn Flores,XXXTENTACION,9074458,2018,17,119133,TRUE,2,26792113
50,Another One Bites The Dust - Remastered 2011,Queen,9067370,2018,The Game (2011 Remaster),214653,FALSE,3,33527593
51,Suncity (feat. Empress Of),Khalid,8824541,2018,Suncity,189493,FALSE,7,13736355
52,Nonstop,Drake,8821009,2018,Scorpion,238614,TRUE,2,54405324
53,God is a woman,Ariana Grande,8818305,2018,Sweetener,197546,TRUE,5,61390454
54,Don't Come Out The House (with 21 Savage),Metro Boomin,8804984,2018,NOT ALL HEROES WEAR CAPES,168346,TRUE,3,2448265
55,Love Someone,Lukas Graham,8652968,2018,3 (The Purple Album),205440,FALSE,4,1794333
56,Electricity (with Dua Lipa),Silk City,8621072,2018,Electricity (with Dua Lipa),238173,FALSE,1,66847
